"id_obs","created_at","text","type","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","date"
1151367,"2022-07-30T06:09:57.000Z","@IgnacioAchurra Anda a debatir y defender tu mamarracho en el programa @Sinfiltros_tv  a ver como te va ahí así te evitas caminar tanto haciendo tu puerta a puerta créeme que llegaras a más personas #RechazoTransversal","replied_to","No Error",0.47886392,0.16760159,0.5678696,0.016465442,2022-07-30
566270,"2022-03-29T23:55:52.000Z","@Jaime_Bassa Su proyecto es un mamarracho, debería darles vergüenza","replied_to","No Error",0.52139956,0.024631912,0.61794597,0.010576514,2022-03-29
723807,"2022-06-29T21:47:53.000Z","@danielstingo Literalmente este wueveta nos dice como y cuando seremos pobres y además como debemos aceptarlo y serlo, no #RechazoLaConstitucionDelOdio #RechazoElPlurimamarracho","replied_to","No Error",0.54325575,0.232236,0.6261769,0.01940071,2022-06-29
506498,"2021-09-15T02:07:41.000Z","@ElisaLoncon Elisa LONCÓN JAMÁS ESTUVO EN DISCUSIÓN LOS 2/3...USTEDES NO RESPETAN NADA Y QUIEREN IMPONER SUS IDEAS... SRA. tirana, dictadora. El RECHAZO HACIA SUS ACTOS CRECE CADA DÍA...","replied_to","No Error",0.46982017,0.02458496,0.5678696,0.009592636,2021-09-15
2218996,"2022-04-26T20:46:56.000Z","@tere_marinovic @tere_marinovic qué se puede esperar de @gabrielboric . Su cerebro no le da para más, por eso su ignorancia e inoperancia la disfraza en burla y sus pares le siguen el juego. #BoricNoSeLaPuede #GobiernoDeInutiles #RechazoDeSalida2022 #Retiro100xCiento","replied_to","No Error",0.51980776,0.09385906,0.6308392,0.011638066,2022-04-26
1675700,"2022-08-29T13:42:20.000Z","@patriciapolitz @mhnchile Esta señora se volvió loca! Jajjajaj las ansias de poder de esta periodista es impresionante igual que el ladrón del hogar de cristo 👎🏼👎🏼","replied_to","No Error",0.47119883,0.023505108,0.5678696,0.008764107,2022-08-29
607954,"2022-04-06T02:26:48.000Z","@siliconvalle @ElisaLoncon Sinvergüenza ordinaria","replied_to","No Error",0.41445592,0.016060932,0.5129801,0.0066215824,2022-04-06
1301685,"2022-08-29T14:55:03.000Z","@Jaime_Bassa Que se sacaron o metieron del ano ahora? #RechazoConFuerza","replied_to","No Error",0.47119883,0.08069076,0.42881694,0.0347677,2022-08-29
1000339,"2022-05-26T12:15:53.000Z","@Jaime_Bassa @RoyoManuela Son todos basura. Ya no merecen respeto! Se aprovecharon del cargo solo para beneficiarse ustedes. Quedará en la historia como se farrearon el proceso. Ni Bachelet los salvará. El exilio es lo menos que merecen","replied_to","No Error",0.4977744,0.067522444,0.6120431,0.09316374,2022-05-26
803460,"2022-03-15T21:54:50.000Z","@mcubillossigall Sacate el ají de la cuea vieja qla... Ya fueron.","replied_to","No Error",0.5885171,0.21596274,0.6336687,0.013702838,2022-03-15
1653894,"2021-06-22T05:23:03.000Z","@tere_marinovic Enferma, la derecha enferma","replied_to","No Error",0.50759226,0.024866661,0.57787937,0.008259222,2021-06-22
300583,"2022-02-02T01:55:09.000Z","@baradit Tu deberías dar lecciones de eso  te acordai cuando pescabai hasta los fierros calientes y te ponía a defenderte, hasta le prestaste ropa a De la Carrera y el wn igual cada vez que podía te trataba de cagar... regla unica: no pescar a weones","replied_to","No Error",0.53579444,0.05025077,0.56997263,0.009851551,2022-02-02
353292,"2021-09-08T01:39:42.000Z","@manti2947 @illapu @ElisaLoncon No tienes idea de lo que hablas ...la ignorancia es tan soberbia","replied_to","No Error",0.42349213,0.0118255615,0.5130944,0.0062267366,2021-09-08
672413,"2022-04-10T21:54:40.000Z","@baradit Aunque lo digas en todos los tonos y en todos los idiomas. El ganado patridiota decidió que quiere creer otra cosa y no habrá forma de que entiendan. Son así de tontos.","replied_to","No Error",0.5024724,0.02258113,0.6120431,0.006815769,2022-04-10
1002791,"2022-04-21T13:31:37.000Z","@danielstingo Lamentablemente estimado usted no es creíble lo miro y me recuerda el payaso del Mcdonald's sorry","replied_to","No Error",0.46186632,0.018578632,0.563347,0.006492125,2022-04-21
384260,"2022-09-03T07:21:47.000Z","@Hugo_Gutierrez_ Por este lado puro amor de los fascistas, energúmenos, ponzoñosos!! Que vergüenza, se les termino el amor???","replied_to","No Error",0.5140397,0.12282934,0.6051471,0.009204263,2022-09-03
132891,"2022-10-19T16:16:41.000Z","@conihube Que patética la Contanzo, creo que el consumo de esteroides han causado estragos en tu capacidad cognitiva jajaja","replied_to","No Error",0.52007306,0.042180564,0.6261769,0.013579931,2022-10-19
1625110,"2022-05-14T01:12:57.000Z","@Juanca151 @RamospardoP @IsabelU96160179 @TERE_LAprofe73 @MarioLp80110554 @Contraloriacl @joseantoniokast @melnicksergio @tere_marinovic @Clau_Ormeno El mundo estaría mucho mejor sin ésas lacras","replied_to","No Error",0.44393396,0.023129508,0.5543018,0.023371955,2022-05-14
337368,"2022-01-05T15:48:11.000Z","@tere_marinovic @baradit @fundacionfnm La izquierda Chilena es un reallity show. Para lo único que sirven es para sembrar chismes y alcahueteo de micro barato. Del 100% de sus posts, generalmente, más del 90% es puro chismorroteo barato, el resto, manipulación pura dura de división y odio. Deberían ser proscritos.","quoted","No Error",0.45761138,0.16960317,0.5130944,0.13751452,2022-01-05
986878,"2022-07-24T12:06:38.000Z","@PsP_Channel @danielstingo Aquí el dictador es Daniel Hitler Stingo,va a exponer una basura de escrito es tan cómplice de los ataques y agresiones a los que piensan distinto cómo el gobierno actual, Stingo es un maldito dictador Ese hombre es un enfermo siquiatrico debe ser evaluado no puede seguir suelto","replied_to","No Error",0.568186,0.16960317,0.6675394,0.055270568,2022-07-24
1239307,"2021-08-04T23:08:17.000Z","@tere_marinovic así son estos zarrapastrosos zurdos","replied_to","No Error",0.5566829,0.16960317,0.6306599,0.013424582,2021-08-04
787129,"2021-10-30T04:05:53.000Z","@AgriculturaFM La Guinda de la Torta... ""Como en los mejores tiempos de la UP no Acaten los Fallos Judiciales del Máximo Tribunal de la República"". @ElisaLoncon el problema es usted por su falta de Conoc. o Ignorancia para ejercer como Presidente de la CC. Una Vergüenza Nacional e Internacional","replied_to","No Error",0.43230394,0.023076924,0.5130944,0.0070034824,2021-10-30
1012467,"2022-01-20T14:05:19.000Z","@CNNChile @tere_marinovic Totalmente de acuerdo hay que terminar con esa lacra terrorista que no viven ni dejan vivir tranquilis a los ciudadanos honestos","replied_to","No Error",0.41690505,0.02420936,0.5130944,0.085497424,2022-01-20
205535,"2022-10-27T17:43:39.000Z","@tere_marinovic @BSepulvedaHales Ni una facción en Chile carga con tanto torturado, detenido desaparecido, exiliado, asesinado como la #DerechaGolpista, sector nefasto al que perteneces y que celebras. Sugerible cerrar la boca en cuanto a crímenes de lesa humanidad, que en eso se lucen. #derechaasesinayladrona","replied_to","No Error",0.5024724,0.35112193,0.5678696,0.14169718,2022-10-27
385493,"2022-04-23T00:54:35.000Z","@christian_67 @Themys77 @cmonckeberg No te preocupes nunca te van a decir ignoranto, ignorante.","replied_to","No Error",0.47900817,0.022322904,0.5739874,0.007340072,2022-04-23
637769,"2022-04-08T11:37:31.000Z","@Hugo_Gutierrez_ No, porque un pueblo hambriento abre lis ojos a la realidad. Siempre culpando a la derecha. No les parece que ya esta vieja la chiva? Hay gente tonta, pero tan tonta, difícil","replied_to","No Error",0.5566829,0.055630904,0.65129566,0.007870848,2022-04-08
716495,"2022-06-29T18:58:15.000Z","@fernando_atria Atria el mamarracho que copiaron de Bolivia lo han analizado ya más abogados, hasta Tomas Mosciatti que es abogado dice lo mismo que Orrego. Por qué mejor no vas a un debate en vivo donde puedas desmentir a los demás ? Así bien hombrecito.","replied_to","No Error",0.46186632,0.023692908,0.5543018,0.00866054,2022-06-29
707908,"2022-04-12T01:19:28.000Z","@fernando_atria Una Pluriestupidez","replied_to","No Error",0.4269174,0.014253352,0.48399165,0.006084333,2022-04-12
1098981,"2022-01-28T15:09:42.000Z","@Jairoquintana02 @PDI_CHILE @Carabdechile @GobiernodeChile  a este terrorista chavista enviado por Maduro tienen que expulsarlo. Lo que no hace en su país este terrorista lo viene hacer  a Chile. @Francis25830521 @melnicksergio @tere_marinovic @joseantoniokast","replied_to","No Error",0.4274071,0.1597006,0.5130944,0.13815513,2022-01-28
667809,"2021-05-24T04:38:48.000Z","@caarlosflorez @danielstingo Votaste por esta mierda, cómetela entonces, sin llorar dijimos","replied_to","No Error",0.584095,0.19149859,0.5332045,0.06820184,2021-05-24
997220,"2022-06-29T03:41:34.000Z","@dtureo @Rodrigo94743761 @ocean_lov3 @mdaza_abogado Hueon este zombi a parte de sus brillantes argumentos que votará apruebo , es sicólogo la cago 👏👏👏👏","replied_to","No Error",0.55739564,0.067522444,0.6306599,0.00899713,2022-06-29
93073,"2022-04-05T14:20:15.000Z","@conihube Convención Tramposa ??? Jajajaja 🤣 🤣 🤣 el burro hablando de orejas....🤣🤣🤣🤣🤣","replied_to","No Error",0.44002727,0.016771052,0.5130944,0.006925808,2022-04-05
2860,"2021-07-01T19:26:28.000Z","@labeasanchez @HolaChileLaRed Son unos sinvergüenzas. Y es increíble que tú, periodista, pretendas redactar una constitución, y demuestres una redacción como el FORRO! 🤦‍♂️","replied_to","No Error",0.509388,0.027833538,0.6109131,0.008052089,2021-07-01
1205647,"2022-08-27T06:45:15.000Z","@paz_charpentier @Jaime_Bassa Es una verdadera loca de patio","replied_to","No Error",0.47886392,0.018836858,0.5935568,0.006427396,2022-08-27
402670,"2021-07-04T23:06:01.000Z","@jsotomayorN @siliconvalle @delosquesobran @danielstingo Hace rato. Enchúfate poh plancha de campo!","replied_to","No Error",0.5716857,0.18232453,0.6308392,0.020091362,2021-07-04
423454,"2021-09-10T19:52:05.000Z","@Tele13_Radio @ElisaGiustinia1 votando por los pueblos?!?  imposible, ha estado SIEVIENDOSE DE SU PUEBLO .. y lo logró..obtuvo sus votos, dinero y confianza para seguir robando.. un sicopata!","replied_to","No Error",0.52007306,0.023076924,0.6370372,0.008531082,2021-09-10
1055299,"2022-01-24T03:16:42.000Z","@Jaine91930469 @tere_marinovic Jaime, eres un tarado.Obviamente él es mandado y todos sabemos que él no tiene el apoyo del traidor para actuar con las armas que si tiene pero,que no puede usar porque, de liquidar a un terrorista,sería acusado por los vagos de los DDHH y, adiós carrera. Atados de manos, sabias?","replied_to","No Error",0.5716857,0.23223943,0.65865606,0.2566701,2022-01-24
406013,"2022-03-11T18:20:39.000Z","@Jaime_Bassa Parásitos 🤮🤮","replied_to","No Error",0.5532103,0.041283876,0.62169385,0.009851551,2022-03-11
1427620,"2021-10-30T16:49:51.000Z","Como a alguien cercano no se...se me ocurre quitarle el teléfono, el vino o las pastillas a la @tere_marinovic ? Señora, dentrese que está quedando como payasa","replied_to","No Error",0.45396814,0.02077355,0.54471385,0.008556974,2021-10-30
1309374,"2022-04-12T14:52:26.000Z","@DanielC58876017 @mdaza_abogado @convencioncl De echo si metieran en cana a todas esas lacras yo sería feliz y el país también pero junto a ellos todos los políticos narcos de izquierda junto al camello Jadue.","replied_to","No Error",0.52007306,0.2322463,0.6306599,0.2836219,2022-04-12
1207415,"2021-12-20T20:21:45.000Z","@MariaCecilia540 @tere_marinovic @Jolerand Otra tonta que cree el cuento del vampiro del pueblo","replied_to","No Error",0.5559701,0.023076924,0.65129566,0.0072235605,2021-12-20
1155819,"2021-10-10T11:35:53.000Z","@tere_marinovic @TiaPikachu @ElisaLoncon Eres una víbora.","replied_to","No Error",0.47886392,0.023076924,0.5739874,0.00746953,2021-10-10
1642433,"2022-02-20T18:41:56.000Z","@MarioAr1969 @FernandoWilsonL @mdaza_abogado @Cooperativa @convencioncl OBVIO, MARIO, NO A TODOS, Y MENOS A LOS QUE LLEVAN DECADAS, ABUSANDO, Y MALVERSANDOLO TODO COMO UDS ,ES TAN CLARO QUE NO QUIEREN PERDER SUS REDITOS, SINVERGUENZAS  !!!!!!","replied_to","No Error",0.5024724,0.02425631,0.6099415,0.009463178,2022-02-20
314805,"2022-11-12T14:48:14.000Z","@delosquesobran @danielstingo Fletingo, siempre hablando estupideces","replied_to","No Error",0.51869136,0.015996376,0.5935568,0.0062137907,2022-11-12
269657,"2021-01-04T16:54:50.000Z","@PCdeChile @gteillier @carmen_hertz @lautarocarmona @nataliacuevasg @PC_JAL @Barbara_figue @Hugo_Gutierrez_ @KarolCariola @amarolabra @mariseka .... y comenzando con la sanguinaria dictadura Castrista. El más sanguinario genocida que haya existido en America.","replied_to","No Error",0.4269174,0.19761463,0.48627716,0.048158366,2021-01-04
255683,"2022-10-08T20:49:44.000Z","@Hugo_Gutierrez_ Hay que terminar con los comunistas !!!  El cancer de nuestra sociedad","replied_to","No Error",0.584095,0.35368225,0.5678696,0.33294448,2022-10-08
259789,"2022-09-25T02:04:35.000Z","@berfontaine Entonces mi vieja nos ha mentido todo este tiempo, gracias bernardo. Mañana mismo voy a desemascararla. Tu sabrás Bernardo, si sigues hablando gueas","replied_to","No Error",0.43475235,0.16960317,0.4534306,0.44185185,2022-09-25
449322,"2022-10-26T03:28:08.000Z","@mcubillossigall @CaresIsabel @gabrielboric Los gobierno fracasado oportunista,culpan al resto de su ineficiente incapacidad de gobernar. Cuba Vzla Nicaragua. Culpa al imperialismo. Comunistas Chilenos a Pinochet, ahora todos los ladrones corrupto culpan a Ucrania Rusia. Que sigue ....","replied_to","No Error",0.44933176,0.023076924,0.5130944,0.008556974,2022-10-26
372138,"2021-08-03T23:44:57.000Z","@ElisaLoncon @Jaime_Bassa Por favor! no se ría de la gente, basta de circo! Par de payasos! 🎪  #CircoConstituyente #RechazoDeSalida","replied_to","No Error",0.51869136,0.038593806,0.6261769,0.009981008,2021-08-03
363125,"2022-10-25T10:14:08.000Z","@fernando_atria Quedaste como mentiroso, asúmelo pelao sedicioso.","replied_to","No Error",0.52007306,0.02383376,0.6306599,0.011586283,2022-10-25
1788289,"2021-07-07T12:50:26.000Z","@Juancri2008 @AlborezJose @tere_marinovic Vitacura? Las Condes? Jajajajajja borra el tweet mejor, das pena","replied_to","No Error",0.45703048,0.013349563,0.5678696,0.007029374,2021-07-07
1210643,"2022-06-16T16:36:37.000Z","@Kimeradrummer @diegosi53840410 @Sinfiltros_tv @tere_marinovic @DaunoTotoro @joseantoniokast @vive_tvcable @PanchoOrregoG Te he mandado link donde salen argumentos sólidos en salud para aprobar pero si tú le crees a un abogado altanero, soberbio que solo lo he visto en ese bodrio de programa es problema tuyo. Además para que quieres más argumentos si ustedes no entienden, eres un facho pobre que...","replied_to","No Error",0.56269526,0.12019568,0.6500014,0.008815889,2022-06-16
1637688,"2022-04-03T23:57:19.000Z","@RenatoGarinG Atria vi un debate y me dio verguenza ajena, partiendo primero por querer educación estatal y el tiene a sus hijos en los colegios mas caros y con esa boquita, son piojos resucitados jaja díganle a Atria que la clase no se compra ni con los mejores colegios, upsss","replied_to","No Error",0.42349213,0.02378681,0.48484445,0.00780612,2022-04-03
2357007,"2022-04-09T00:53:08.000Z","@MaiteOrsini @convencioncl Y como lo va a hacer el estado de Chile que es el mayor subcontratador !! Hablas de garantizar el empleo y el gobierno feminista de @gabrielboric ha dejado a much@s sin trabajo. Hay que ser bien cara de raja !! @i_krmns @jeannette_jara","replied_to","No Error",0.5532103,0.17009245,0.62169385,0.009722093,2022-04-09
639565,"2021-12-23T19:18:52.000Z","@SilvanaFer @danielstingo es una histérica","replied_to","No Error",0.4402136,0.016060932,0.53014356,0.0061231707,2021-12-23
185762,"2022-09-19T23:01:06.000Z","@labeasanchez Que el Narcopresidente Tellier y su narcobufón de palacio Boric hayan tenido que seguir la tradición republicana y no poder darse el lujo de cancelar la Gran Parada Militar significa que no tienen el peso suficiente para imponer su degeneración y subversión.","replied_to","No Error",0.42985553,0.023076924,0.5130944,0.010472948,2022-09-19
945860,"2022-07-23T06:06:52.000Z","@noemicali @danielstingo jajaja stongo qlo, tu sigue peleando con la gente, cada vez que abres el hocico, el rechazo sube como la espuma","replied_to","No Error",0.509388,0.104393706,0.563347,0.011638066,2022-07-23
656427,"2022-02-22T19:17:14.000Z","@piamarinovic Es que @patriciapolitz y @ElisaLoncon ……., cual de las dos es más obtusa y sesgadas, ellas y solo ellas son dueñas de la verdad, que se bajen del pony mejor 🤦‍♂️","replied_to","No Error",0.4269174,0.023076924,0.5129801,0.009385503,2022-02-22
445570,"2021-05-01T12:33:37.000Z","@felipeharboe Tu eres experto en cocina o se te olvida que junto a tus amigotes udi siempre cocinaba? Trucho!!!","replied_to","No Error",0.42985553,0.018836858,0.5130944,0.0067186756,2021-05-01
637392,"2022-05-11T16:51:57.000Z","@Mister_Wolf_0 @Haydeemirgen80 @Jaime_Bassa Es tan webeta el Saa🙄","replied_to","No Error",0.44002727,0.018707745,0.48484445,0.006576272,2022-05-11
1170741,"2022-05-09T19:46:22.000Z","@mcubillossigall Ud deberia estar en un museo: como momia de chinchorros!!","quoted","No Error",0.47886392,0.034110364,0.5678696,0.012078222,2022-05-09
1291802,"2021-07-31T23:49:52.000Z","@felipeharboe @RoxanaVivanco1 Por supuesto que se justifica cuanso no hay justicia! No más políticos ladrones asesinos y corruptos. El pueblo se cansó!","replied_to","No Error",0.47119883,0.07542343,0.5678696,0.03856628,2021-07-31
528948,"2022-05-06T01:51:12.000Z","@IgnacioAchurra Lo cierto es q la constitución vigente es mejor q el mamarracho q ofrecen.","replied_to","No Error",0.44573322,0.023076924,0.4986907,0.006822242,2022-05-06
1093622,"2021-08-24T15:09:33.000Z","@1965Brucewayne @Meruanista @tere_marinovic @fundacionfnm @melnicksergio @edmundog190 @mcubillossigall “Ti-Tulas” 😂🤣😂🤣 que estupidez más grande y acá en chile los payasos de la CC copiando estos ejemplos 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️","replied_to","No Error",0.50789946,0.04397394,0.5739874,0.008181547,2021-08-24
684381,"2022-06-28T11:09:13.000Z","@kolvea @baradit Te refieres al degenerado  Baradit ?","replied_to","No Error",0.45757914,0.023076924,0.5678696,0.0069905366,2022-06-28
23124,"2022-06-02T20:38:30.000Z","@mespinozavidal @MVM_ing @berfontaine Los sanos juicios duermen a esa hora, recuerda que para ser malvado no hay hora ni argumento que falte para ningunear al otro. Se necesita unión, los partidos están rodeados de imbéciles serviles. Ojalá pronto derechas e izquierdas se tomen la mano y tiren el país para arriba.","replied_to","No Error",0.4645176,0.03321367,0.5678696,0.042985857,2022-06-02
548295,"2022-06-19T20:18:55.000Z","@mcubillossigall @gabrielboric @MachiFrancisca1 Vieja loca !!! Son minoría y quieren todo !!!! A la fifa","replied_to","No Error",0.52007306,0.05742428,0.6306599,0.009178371,2022-06-19
1162874,"2021-09-14T01:41:54.000Z","@RenatoGarinG Pero wn!? 😭 de vdd ya solo dan ganas de llorar con “políticos” con esta capacidad de razonamiento crítico… y para más cagarla, usa como referente de información “económica” a la fundación sol!!! Csm que caímos bajo por dios!","replied_to","No Error",0.44039994,0.023974609,0.4378843,0.010084574,2021-09-14
1439833,"2021-09-30T21:13:26.000Z","@patriciapolitz @convencioncl Prohiban la tristeza, el sufrimiento, la depresion tambien...ufff.payasos","replied_to","No Error",0.51980776,0.023293832,0.61794597,0.010239923,2021-09-30
160567,"2021-08-13T18:58:45.000Z","@BSepulvedaHales Desde ya somos millones la resistencia a toda su mierda marxista. Chile y su bandera plebareceran","replied_to","No Error",0.5779532,0.34962174,0.5678696,0.029587816,2021-08-13
409209,"2021-08-04T20:57:31.000Z","Y @danielstingo ya habrá comido algo el muerto de hambre?","replied_to","No Error",0.44039994,0.031420294,0.5130944,0.038911607,2021-08-04
1057000,"2022-08-22T22:21:34.000Z","@Jaime_Bassa Vo si que estés weon","replied_to","No Error",0.52139956,0.023076924,0.5739874,0.006259101,2022-08-22
320600,"2022-08-20T00:36:49.000Z","@Mister_Wolf_0 @PanchoOrregoG @berfontaine Con el nuevo sistema vamos a sacar mas de 600 mil jajajajajajajaja sigan con su cuento tarados... Lo que toca el estado lo caga y lo saben.. Pero es necesario por la causa... Chantas","replied_to","No Error",0.5559701,0.09912638,0.61794597,0.009722093,2022-08-20
675142,"2021-12-28T21:13:26.000Z","@Bobsoporta @ElisaLoncon Basura en estado puro 🤢","replied_to","No Error",0.46982017,0.023076924,0.5130944,0.0070552654,2021-12-28
198553,"2022-02-19T20:02:32.000Z","@berfontaine No te equivocaste, fue tu madre al no abortarte la que se equivocó","replied_to","No Error",0.5921536,0.44860926,0.6261769,0.13815513,2022-02-19
47624,"2022-08-03T12:50:58.000Z","@labeasanchez comprar mas en falabella, o esta watona nos dejara sin lugares donde comprar, ella compra en el Jumbo, socialista colorada que gasta bien lo que obtiene de los wns que creen en estos espantapajaros. Seria bueno que publique el cierre de su @CMRayudaCL a ver si es de verdad.","replied_to","No Error",0.47622904,0.06488878,0.54471385,0.009981008,2022-08-03
59728,"2022-12-11T06:08:30.000Z","@labeasanchez Sinvergüenzas qls","replied_to","No Error",0.5566829,0.024819711,0.6308392,0.0076637166,2022-12-11
1405660,"2021-08-13T23:06:16.000Z","@tere_marinovic Prohibido el negacionismo, osea negacionismo de alguien que diga que el rey va desnudo… pobre guaton ese…","replied_to","No Error",0.45243698,0.021419114,0.5362655,0.00814271,2021-08-13
1207322,"2022-06-16T14:07:51.000Z","@tere_marinovic @MaidamillerM @PanchoOrregoG @YouTube Y al final, el Sr. Naranjo diciendo que ""esto no es el apocalipsis, la Ley se va a debatir en el congreso""....¿Cual congreso? si quieren ya lo quieren mermar eliminando al Senado, 🤦, no se podía esperar menos, puras cabezas de merluzas...","replied_to","No Error",0.42568782,0.023076924,0.4986907,0.011430934,2022-06-16
158727,"2022-04-11T01:51:06.000Z","@juanpabloswett @amorenoe Tradición de cobardes abusadores, dos caballos, dos jinetes, un novillo que no es un toro, sino un ternero un poco grande, abuso y cobardía. Tradición de abuso y cobardía de la oligarquía chilena. Pueden meterse el rodeo por el *","replied_to","No Error",0.5024724,0.2322463,0.5678696,0.02855184,2022-04-11
640862,"2022-03-03T00:55:39.000Z","@Luis81685824 @MarcosBarrazaG Y seguirás con cagadera!!","replied_to","No Error",0.4269174,0.01935331,0.4339631,0.0069387536,2022-03-03
1288393,"2021-12-28T20:26:31.000Z","@DresTrumpi @tere_marinovic Ojalá no se reproduzcan","replied_to","No Error",0.44573322,0.19455661,0.4339631,0.34926313,2021-12-28
3535,"2022-07-01T03:39:25.000Z","@BSepulvedaHales @HernanLarrain @convencioncl Farsante ql","replied_to","No Error",0.4269174,0.022710243,0.5130944,0.006861079,2022-07-01
2348985,"2021-07-29T12:26:19.000Z","@XimedeChile @Kareenpc @tere_marinovic 👏👏👏👏 muy bien...se tiró solito el malandra ese. Y todo Chile lo sabe..las cámaras no mienten.","replied_to","No Error",0.4269174,0.023076924,0.5130944,0.025098583,2021-07-29
1059930,"2021-07-22T17:55:38.000Z","@danielstingo Solo con tu presencia y con tu exigencia de almuerzo ya desprestigiaste la bolsa de gatos. De una convención que es como el culo, solo puede salir mierda","replied_to","No Error",0.5532103,0.16960317,0.4986907,0.008401625,2021-07-22
269222,"2022-09-25T16:04:56.000Z","@BSepulvedaHales Están enojaditos los 🍆 en el 👁 🤣🤣🤣🤣🤣🤣","replied_to","No Error",0.46716887,0.04397394,0.42881694,0.008531082,2022-09-25
944802,"2022-02-17T21:41:46.000Z","@mcubillossigall Ubiquen a esta señora estamos en Chile vieja anacrónica.","replied_to","No Error",0.52811706,0.16960317,0.6308392,0.018192071,2022-02-17
